name,uri,accuracy
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
RandomForestClassifier,runs:/6c5de147109f491fb88538d1ddbcfe06/sklearn.ensemble/RandomForestClassifier,0.9325842696629213
